Year,Sex,Age,Population,Age-Group
1977,Persons,70,79317,65-69
1978,Persons,70,83304,65-69
1979,Persons,70,84666,65-69
1980,Persons,70,87353,65-69
1981,Persons,70,95136,65-69
1982,Persons,70,95258,65-69
1983,Persons,70,97938,65-69
1984,Persons,70,103262,65-69
1985,Persons,70,102488,65-69
1986,Persons,70,102669,65-69
1987,Persons,70,101761,65-69
1988,Persons,70,99032,65-69
1989,Persons,70,99983,65-69
1990,Persons,70,112986,65-69
1991,Persons,70,124052,65-69
1992,Persons,70,123046,65-69
1993,Persons,70,123051,65-69
1994,Persons,70,126939,65-69
1995,Persons,70,125183,65-69
1996,Persons,70,131011,65-69
1997,Persons,70,129700,65-69
1998,Persons,70,131633,65-69
1999,Persons,70,131876,65-69
2000,Persons,70,130695,65-69
2001,Persons,70,134805,65-69
2002,Persons,70,127445,65-69
2003,Persons,70,126622,65-69
2004,Persons,70,127576,65-69
2005,Persons,70,129926,65-69
2006,Persons,70,136551,65-69
2007,Persons,70,141331,65-69
2008,Persons,70,144125,65-69
2009,Persons,70,149947,65-69
2010,Persons,70,155105,65-69
2011,Persons,70,159354,65-69
2012,Persons,70,168863,65-69
2013,Persons,70,169895,65-69
2014,Persons,70,186109,65-69
2015,Persons,70,192801,65-69
2016,Persons,70,200795,65-69
2017,Persons,70,237021,65-69
2018,Persons,70,229742,65-69
2019,Persons,70,228001,65-69
2020,Persons,70,236167,65-69
2021,Persons,70,238670,65-69
1971,Persons,71,66865,70-74
1972,Persons,71,70190,70-74
1973,Persons,71,65188,70-74
1974,Persons,71,67487,70-74
1975,Persons,71,70556,70-74
1976,Persons,71,71148,70-74
1977,Persons,71,77143,70-74
1978,Persons,71,76476,70-74
1979,Persons,71,80330,70-74
1980,Persons,71,82537,70-74
1981,Persons,71,84709,70-74
1982,Persons,71,92327,70-74
1983,Persons,71,92418,70-74
1984,Persons,71,95564,70-74
1985,Persons,71,100664,70-74
1986,Persons,71,99587,70-74
1987,Persons,71,100146,70-74
1988,Persons,71,98944,70-74
1989,Persons,71,96731,70-74
1990,Persons,71,97828,70-74
1991,Persons,71,110433,70-74
1992,Persons,71,120670,70-74
1993,Persons,71,120115,70-74
1994,Persons,71,120590,70-74
1995,Persons,71,123977,70-74
1996,Persons,71,122081,70-74
1997,Persons,71,128610,70-74
1998,Persons,71,127186,70-74
1999,Persons,71,129386,70-74
2000,Persons,71,129835,70-74
2001,Persons,71,128322,70-74
2002,Persons,71,131928,70-74
2003,Persons,71,125029,70-74
2004,Persons,71,124515,70-74
2005,Persons,71,125369,70-74
2006,Persons,71,127863,70-74
2007,Persons,71,134612,70-74
2008,Persons,71,139065,70-74
2009,Persons,71,142062,70-74
2010,Persons,71,148037,70-74
2011,Persons,71,153253,70-74
2012,Persons,71,156932,70-74
2013,Persons,71,166530,70-74
2014,Persons,71,167199,70-74
2015,Persons,71,183176,70-74
2016,Persons,71,189893,70-74
2017,Persons,71,198266,70-74
2018,Persons,71,234262,70-74
2019,Persons,71,227678,70-74
2020,Persons,71,227682,70-74
2021,Persons,71,233182,70-74
1971,Persons,72,56342,70-74
1972,Persons,72,64728,70-74
1973,Persons,72,67347,70-74
1974,Persons,72,62591,70-74
1975,Persons,72,64675,70-74
1976,Persons,72,68316,70-74
1977,Persons,72,68699,70-74
1978,Persons,72,74002,70-74
1979,Persons,72,73526,70-74
1980,Persons,72,77230,70-74
1981,Persons,72,80259,70-74
1982,Persons,72,82481,70-74
1983,Persons,72,89108,70-74
1984,Persons,72,89384,70-74
1985,Persons,72,92847,70-74
1986,Persons,72,98060,70-74
1987,Persons,72,96961,70-74
1988,Persons,72,97204,70-74
1989,Persons,72,96033,70-74
1990,Persons,72,94010,70-74
1991,Persons,72,95599,70-74
1992,Persons,72,107612,70-74
1993,Persons,72,117062,70-74
1994,Persons,72,117200,70-74
1995,Persons,72,117971,70-74
1996,Persons,72,120946,70-74
1997,Persons,72,120027,70-74
1998,Persons,72,125952,70-74
1999,Persons,72,124546,70-74
2000,Persons,72,126936,70-74
2001,Persons,72,127782,70-74
2002,Persons,72,126218,70-74
2003,Persons,72,128707,70-74
2004,Persons,72,122384,70-74
2005,Persons,72,122364,70-74
2006,Persons,72,122990,70-74
2007,Persons,72,126020,70-74
2008,Persons,72,132482,70-74
2009,Persons,72,136631,70-74
2010,Persons,72,139935,70-74
2011,Persons,72,145970,70-74
2012,Persons,72,150662,70-74
2013,Persons,72,154636,70-74
2014,Persons,72,163951,70-74
2015,Persons,72,164236,70-74
2016,Persons,72,180186,70-74
2017,Persons,72,187248,70-74
2018,Persons,72,195330,70-74
2019,Persons,72,231595,70-74
2020,Persons,72,226659,70-74
2021,Persons,72,224712,70-74
1971,Persons,73,52956,70-74
1972,Persons,73,53572,70-74
1973,Persons,73,62357,70-74
1974,Persons,73,64473,70-74
1975,Persons,73,59729,70-74
1976,Persons,73,61804,70-74
1977,Persons,73,64812,70-74
1978,Persons,73,66165,70-74
1979,Persons,73,70753,70-74
1980,Persons,73,70467,70-74
1981,Persons,73,73973,70-74
1982,Persons,73,76869,70-74
1983,Persons,73,79972,70-74
1984,Persons,73,85729,70-74
1985,Persons,73,86156,70-74
1986,Persons,73,90046,70-74
1987,Persons,73,94659,70-74
1988,Persons,73,94042,70-74
1989,Persons,73,94282,70-74
1990,Persons,73,92792,70-74
1991,Persons,73,91161,70-74
1992,Persons,73,92041,70-74
1993,Persons,73,104602,70-74
1994,Persons,73,113395,70-74
1995,Persons,73,114003,70-74
1996,Persons,73,115278,70-74
1997,Persons,73,117295,70-74
1998,Persons,73,117761,70-74
1999,Persons,73,123116,70-74
2000,Persons,73,121638,70-74
2001,Persons,73,124467,70-74
2002,Persons,73,124545,70-74
2003,Persons,73,123772,70-74
2004,Persons,73,125215,70-74
2005,Persons,73,119702,70-74
2006,Persons,73,119956,70-74
2007,Persons,73,120790,70-74
2008,Persons,73,123813,70-74
2009,Persons,73,130136,70-74
2010,Persons,73,134152,70-74
2011,Persons,73,137637,70-74
2012,Persons,73,143099,70-74
2013,Persons,73,147989,70-74
2014,Persons,73,151995,70-74
2015,Persons,73,161050,70-74
2016,Persons,73,161266,70-74
2017,Persons,73,176920,70-74
2018,Persons,73,184374,70-74
2019,Persons,73,192402,70-74
2020,Persons,73,229819,70-74
2021,Persons,73,223531,70-74
1971,Persons,74,50096,70-74
1972,Persons,74,50409,70-74
1973,Persons,74,50679,70-74
1974,Persons,74,60067,70-74
1975,Persons,74,61354,70-74
1976,Persons,74,56873,70-74
1977,Persons,74,58532,70-74
1978,Persons,74,61342,70-74
1979,Persons,74,63477,70-74
1980,Persons,74,67488,70-74
1981,Persons,74,67383,70-74
1982,Persons,74,71113,70-74
1983,Persons,74,73451,70-74
1984,Persons,74,77421,70-74
1985,Persons,74,82184,70-74
1986,Persons,74,82835,70-74
1987,Persons,74,86577,70-74
1988,Persons,74,90968,70-74
1989,Persons,74,90983,70-74
1990,Persons,74,90910,70-74
1991,Persons,74,89510,70-74
1992,Persons,74,87967,70-74
1993,Persons,74,88295,70-74
1994,Persons,74,101370,70-74
1995,Persons,74,109591,70-74
1996,Persons,74,110845,70-74
1997,Persons,74,111770,70-74
1998,Persons,74,113402,70-74
1999,Persons,74,115239,70-74
2000,Persons,74,120108,70-74
2001,Persons,74,118687,70-74
2002,Persons,74,121011,70-74
2003,Persons,74,121049,70-74
2004,Persons,74,121040,70-74
2005,Persons,74,121745,70-74
2006,Persons,74,116772,70-74
2007,Persons,74,117494,70-74
2008,Persons,74,118392,70-74
2009,Persons,74,121522,70-74
2010,Persons,74,127665,70-74
2011,Persons,74,131457,70-74
2012,Persons,74,134920,70-74
2013,Persons,74,140327,70-74
2014,Persons,74,145032,70-74
2015,Persons,74,149048,70-74
2016,Persons,74,158056,70-74
2017,Persons,74,158035,70-74
2018,Persons,74,173455,70-74
2019,Persons,74,181239,70-74
2020,Persons,74,190252,70-74
2021,Persons,74,226678,70-74
1971,Persons,75,47829,70-74
1972,Persons,75,47147,70-74
1973,Persons,75,47682,70-74
1974,Persons,75,47892,70-74
1975,Persons,75,57538,70-74
1976,Persons,75,58284,70-74
1977,Persons,75,53840,70-74
1978,Persons,75,55350,70-74
1979,Persons,75,57727,70-74
1980,Persons,75,60907,70-74
1981,Persons,75,64055,70-74
1982,Persons,75,64684,70-74
1983,Persons,75,67990,70-74
1984,Persons,75,69839,70-74
1985,Persons,75,74804,70-74
1986,Persons,75,78657,70-74
1987,Persons,75,79354,70-74
1988,Persons,75,82700,70-74
1989,Persons,75,87182,70-74
1990,Persons,75,87617,70-74
1991,Persons,75,87629,70-74
1992,Persons,75,85975,70-74
1993,Persons,75,84646,70-74
1994,Persons,75,84343,70-74
1995,Persons,75,98114,70-74
1996,Persons,75,105789,70-74
1997,Persons,75,107352,70-74
1998,Persons,75,108065,70-74
1999,Persons,75,109408,70-74
2000,Persons,75,112560,70-74
2001,Persons,75,117029,70-74
2002,Persons,75,115234,70-74
2003,Persons,75,117438,70-74
2004,Persons,75,117215,70-74
2005,Persons,75,118165,70-74
2006,Persons,75,117834,70-74
2007,Persons,75,114071,70-74
2008,Persons,75,114691,70-74
2009,Persons,75,115746,70-74
2010,Persons,75,119044,70-74
2011,Persons,75,125108,70-74
2012,Persons,75,128567,70-74
2013,Persons,75,132038,70-74
2014,Persons,75,137248,70-74
2015,Persons,75,141864,70-74
2016,Persons,75,145997,70-74
2017,Persons,75,154456,70-74
2018,Persons,75,154674,70-74
2019,Persons,75,169899,70-74
2020,Persons,75,178790,70-74
2021,Persons,75,186488,70-74
1971,Persons,76,44345,75-79
1972,Persons,76,45001,75-79
1973,Persons,76,44141,75-79
1974,Persons,76,45050,75-79
1975,Persons,76,44849,75-79
1976,Persons,76,55029,75-79
1977,Persons,76,54792,75-79
1978,Persons,76,50887,75-79
1979,Persons,76,52153,75-79
1980,Persons,76,54268,75-79
1981,Persons,76,58181,75-79
1982,Persons,76,61063,75-79
1983,Persons,76,61923,75-79
1984,Persons,76,64950,75-79
1985,Persons,76,66222,75-79
1986,Persons,76,71956,75-79
1987,Persons,76,74838,75-79
1988,Persons,76,75544,75-79
1989,Persons,76,78744,75-79
1990,Persons,76,83017,75-79
1991,Persons,76,84198,75-79
1992,Persons,76,83648,75-79
1993,Persons,76,82343,75-79
1994,Persons,76,81138,75-79
1995,Persons,76,80406,75-79
1996,Persons,76,94773,75-79
1997,Persons,76,102187,75-79
1998,Persons,76,103607,75-79
1999,Persons,76,104241,75-79
2000,Persons,76,105182,75-79
2001,Persons,76,109966,75-79
2002,Persons,76,113008,75-79
2003,Persons,76,111572,75-79
2004,Persons,76,113447,75-79
2005,Persons,76,113292,75-79
2006,Persons,76,115130,75-79
2007,Persons,76,114863,75-79
2008,Persons,76,111021,75-79
2009,Persons,76,111828,75-79
2010,Persons,76,113032,75-79
2011,Persons,76,116400,75-79
2012,Persons,76,121930,75-79
2013,Persons,76,125469,75-79
2014,Persons,76,128877,75-79
2015,Persons,76,133771,75-79
2016,Persons,76,138527,75-79
2017,Persons,76,142272,75-79
2018,Persons,76,150607,75-79
2019,Persons,76,151162,75-79
2020,Persons,76,166832,75-79
2021,Persons,76,175179,75-79
1971,Persons,77,39539,75-79
1972,Persons,77,41080,75-79
1973,Persons,77,42299,75-79
1974,Persons,77,41273,75-79
1975,Persons,77,42268,75-79
1976,Persons,77,42007,75-79
1977,Persons,77,51219,75-79
1978,Persons,77,51400,75-79
1979,Persons,77,47948,75-79
1980,Persons,77,49070,75-79
1981,Persons,77,50711,75-79
1982,Persons,77,54952,75-79
1983,Persons,77,57882,75-79
1984,Persons,77,59041,75-79
1985,Persons,77,61788,75-79
1986,Persons,77,62406,75-79
1987,Persons,77,68225,75-79
1988,Persons,77,70818,75-79
1989,Persons,77,71742,75-79
1990,Persons,77,74542,75-79
1991,Persons,77,78803,75-79
1992,Persons,77,79836,75-79
1993,Persons,77,79482,75-79
1994,Persons,77,78520,75-79
1995,Persons,77,77563,75-79
1996,Persons,77,76330,75-79
1997,Persons,77,90799,75-79
1998,Persons,77,98429,75-79
1999,Persons,77,99703,75-79
2000,Persons,77,100238,75-79
2001,Persons,77,101029,75-79
2002,Persons,77,105995,75-79
2003,Persons,77,108715,75-79
2004,Persons,77,107549,75-79
2005,Persons,77,109466,75-79
2006,Persons,77,109206,75-79
2007,Persons,77,111695,75-79
2008,Persons,77,111506,75-79
2009,Persons,77,107903,75-79
2010,Persons,77,108783,75-79
2011,Persons,77,110183,75-79
2012,Persons,77,112876,75-79
2013,Persons,77,118637,75-79
2014,Persons,77,122286,75-79
2015,Persons,77,125363,75-79
2016,Persons,77,130221,75-79
2017,Persons,77,134920,75-79
2018,Persons,77,138326,75-79
2019,Persons,77,146707,75-79
2020,Persons,77,148104,75-79
2021,Persons,77,162858,75-79
1971,Persons,78,38111,75-79
1972,Persons,78,36958,75-79
1973,Persons,78,37822,75-79
1974,Persons,78,39579,75-79
1975,Persons,78,38290,75-79
1976,Persons,78,39563,75-79
1977,Persons,78,39163,75-79
1978,Persons,78,47474,75-79
1979,Persons,78,48166,75-79
1980,Persons,78,44962,75-79
1981,Persons,78,45825,75-79
1982,Persons,78,48062,75-79
1983,Persons,78,51505,75-79
1984,Persons,78,54804,75-79
1985,Persons,78,56033,75-79
1986,Persons,78,58480,75-79
1987,Persons,78,59209,75-79
1988,Persons,78,64206,75-79
1989,Persons,78,66851,75-79
1990,Persons,78,67592,75-79
1991,Persons,78,70382,75-79
1992,Persons,78,74865,75-79
1993,Persons,78,75411,75-79
1994,Persons,78,75213,75-79
1995,Persons,78,74526,75-79
1996,Persons,78,73872,75-79
1997,Persons,78,73326,75-79
1998,Persons,78,86603,75-79
1999,Persons,78,94466,75-79
2000,Persons,78,95643,75-79
2001,Persons,78,96314,75-79
2002,Persons,78,97088,75-79
2003,Persons,78,101727,75-79
2004,Persons,78,104081,75-79
2005,Persons,78,103495,75-79
2006,Persons,78,105283,75-79
2007,Persons,78,105644,75-79
2008,Persons,78,107974,75-79
2009,Persons,78,107991,75-79
2010,Persons,78,104550,75-79
2011,Persons,78,105671,75-79
2012,Persons,78,106504,75-79
2013,Persons,78,109191,75-79
2014,Persons,78,114877,75-79
2015,Persons,78,118580,75-79
2016,Persons,78,121687,75-79
2017,Persons,78,126516,75-79
2018,Persons,78,130971,75-79
2019,Persons,78,134243,75-79
2020,Persons,78,143237,75-79
2021,Persons,78,144014,75-79
1971,Persons,79,33713,75-79
1972,Persons,79,35099,75-79
1973,Persons,79,34187,75-79
1974,Persons,79,34498,75-79
1975,Persons,79,36765,75-79
1976,Persons,79,35414,75-79
1977,Persons,79,36461,75-79
1978,Persons,79,36378,75-79
1979,Persons,79,43733,75-79
1980,Persons,79,44830,75-79
1981,Persons,79,41839,75-79
1982,Persons,79,43080,75-79
1983,Persons,79,45101,75-79
1984,Persons,79,48126,75-79
1985,Persons,79,51463,75-79
1986,Persons,79,52943,75-79
1987,Persons,79,54916,75-79
1988,Persons,79,55773,75-79
1989,Persons,79,60059,75-79
1990,Persons,79,62460,75-79
1991,Persons,79,63483,75-79
1992,Persons,79,66514,75-79
1993,Persons,79,70802,75-79
1994,Persons,79,70848,75-79
1995,Persons,79,70810,75-79
1996,Persons,79,70550,75-79
1997,Persons,79,70491,75-79
1998,Persons,79,70216,75-79
1999,Persons,79,82311,75-79
2000,Persons,79,90495,75-79
2001,Persons,79,91510,75-79
2002,Persons,79,92030,75-79
2003,Persons,79,92917,75-79
2004,Persons,79,97226,75-79
2005,Persons,79,99411,75-79
2006,Persons,79,99228,75-79
2007,Persons,79,101437,75-79
2008,Persons,79,101740,75-79
2009,Persons,79,104097,75-79
2010,Persons,79,104399,75-79
2011,Persons,79,100979,75-79
2012,Persons,79,101845,75-79
2013,Persons,79,102787,75-79
2014,Persons,79,105372,75-79
2015,Persons,79,110954,75-79
2016,Persons,79,114768,75-79
2017,Persons,79,117812,75-79
2018,Persons,79,122575,75-79
2019,Persons,79,126929,75-79
2020,Persons,79,130416,75-79
2021,Persons,79,138656,75-79
1971,Persons,80,32007,75-79
1972,Persons,80,31057,75-79
1973,Persons,80,32122,75-79
1974,Persons,80,31488,75-79
1975,Persons,80,31116,75-79
1976,Persons,80,34134,75-79
1977,Persons,80,32621,75-79
1978,Persons,80,33595,75-79
1979,Persons,80,33601,75-79
1980,Persons,80,40166,75-79
1981,Persons,80,41560,75-79
1982,Persons,80,38997,75-79
1983,Persons,80,40274,75-79
1984,Persons,80,42329,75-79
1985,Persons,80,44579,75-79
1986,Persons,80,48131,75-79
1987,Persons,80,49436,75-79
1988,Persons,80,51222,75-79
1989,Persons,80,52256,75-79
1990,Persons,80,55739,75-79
1991,Persons,80,58138,75-79
1992,Persons,80,59719,75-79
1993,Persons,80,62677,75-79
1994,Persons,80,66670,75-79
1995,Persons,80,66109,75-79
1996,Persons,80,66242,75-79
1997,Persons,80,66902,75-79
1998,Persons,80,66880,75-79
1999,Persons,80,67075,75-79
2000,Persons,80,77986,75-79
2001,Persons,80,86459,75-79
2002,Persons,80,86903,75-79
2003,Persons,80,87537,75-79
2004,Persons,80,88715,75-79
2005,Persons,80,92613,75-79
2006,Persons,80,94483,75-79
2007,Persons,80,95092,75-79
2008,Persons,80,97034,75-79
2009,Persons,80,97607,75-79
2010,Persons,80,100028,75-79
2011,Persons,80,100566,75-79
2012,Persons,80,96889,75-79
2013,Persons,80,97774,75-79
2014,Persons,80,98820,75-79
2015,Persons,80,101118,75-79
2016,Persons,80,106750,75-79
2017,Persons,80,110454,75-79
2018,Persons,80,113795,75-79
2019,Persons,80,118412,75-79
2020,Persons,80,122996,75-79
2021,Persons,80,125717,75-79
1971,Persons,81,26851,80-84
1972,Persons,81,29176,80-84
1973,Persons,81,28450,80-84
1974,Persons,81,29318,80-84
1975,Persons,81,28877,80-84
1976,Persons,81,28150,80-84
1977,Persons,81,31100,80-84
1978,Persons,81,30088,80-84
1979,Persons,81,30820,80-84
1980,Persons,81,30998,80-84
1981,Persons,81,36490,80-84
1982,Persons,81,38621,80-84
1983,Persons,81,36105,80-84
1984,Persons,81,37586,80-84
1985,Persons,81,39479,80-84
1986,Persons,81,41042,80-84
1987,Persons,81,44607,80-84
1988,Persons,81,45850,80-84
1989,Persons,81,47493,80-84
1990,Persons,81,48648,80-84
1991,Persons,81,51609,80-84
1992,Persons,81,54301,80-84
1993,Persons,81,56063,80-84
1994,Persons,81,58773,80-84
1995,Persons,81,62361,80-84
1996,Persons,81,61426,80-84
1997,Persons,81,62281,80-84
1998,Persons,81,63077,80-84
